test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
XLOC_002402	XLOC_002402	ZNF485	chr10:44101854-44113352	Normal	Disease	OK	1.71916	3.21499	0.903108	3.7061	5e-05	7.96728e-05	yes
XLOC_002408	XLOC_002408	RASSF4	chr10:45455218-45490172	Normal	Disease	OK	6.95958	9.85539	0.501913	4.3257	5e-05	7.96728e-05	yes
XLOC_002415	XLOC_002415	GPRIN2	chr10:46993545-47000568	Normal	Disease	OK	1.38199	1.97311	0.513717	1.68916	0.02065	0.0262438	yes
XLOC_002416	XLOC_002416	PPYR1	chr10:47083533-47088320	Normal	Disease	OK	1.81518	4.32851	1.25376	5.34113	5e-05	7.96728e-05	yes
XLOC_002436	XLOC_002436	AGAP6	chr10:51748077-51770259	Normal	Disease	OK	2.62598	13.2426	2.33425	15.897	5e-05	7.96728e-05	yes
XLOC_002443	XLOC_002443	CISD1	chr10:60028861-60049019	Normal	Disease	OK	7.39366	18.9531	1.35807	12.2493	5e-05	7.96728e-05	yes
XLOC_002445	XLOC_002445	TFAM	chr10:60145175-60155897	Normal	Disease	OK	10.2655	12.6619	0.302686	2.7149	0.0001	0.000156483	yes
XLOC_002447	XLOC_002447	LOC728640	chr10:60272903-60588845	Normal	Disease	OK	0.135821	11.782	6.43874	9.85472	5e-05	7.96728e-05	yes
XLOC_002449	XLOC_002449	CDK1	chr10:62538088-62554610	Normal	Disease	OK	0.453925	1.04385	1.20139	2.25215	0.00245	0.00341959	yes
XLOC_002450	XLOC_002450	C10orf107	chr10:63422718-63526091	Normal	Disease	OK	11.3236	24.1068	1.09011	8.90709	5e-05	7.96728e-05	yes
XLOC_002451	XLOC_002451	ARID5B	chr10:63661012-63856707	Normal	Disease	OK	27.3533	34.8732	0.350403	9.18366	5e-05	7.96728e-05	yes
XLOC_002459	XLOC_002459	SIRT1	chr10:69644426-69678147	Normal	Disease	OK	8.49552	10.6856	0.330898	3.92825	5e-05	7.96728e-05	yes
XLOC_002461	XLOC_002461	HNRNPH3	chr10:70042416-70102953	Normal	Disease	OK	42.4113	53.7458	0.341704	6.79328	5e-05	7.96728e-05	yes
XLOC_002462	XLOC_002462	TET1	chr10:70320116-70454239	Normal	Disease	OK	0.641136	1.04653	0.706912	3.90104	5e-05	7.96728e-05	yes
XLOC_002463	XLOC_002463	CCAR1	chr10:70480970-70551309	Normal	Disease	OK	19.621	74.5387	1.92559	37.9153	5e-05	7.96728e-05	yes
XLOC_002467	XLOC_002467	DDX21	chr10:70715891-70744279	Normal	Disease	OK	22.8434	53.6812	1.23264	28.1926	5e-05	7.96728e-05	yes
XLOC_002469	XLOC_002469	SRGN	chr10:70847827-70864567	Normal	Disease	OK	68.2378	84.3693	0.306148	5.1952	5e-05	7.96728e-05	yes
XLOC_002470	XLOC_002470	VPS26A	chr10:70883907-70932616	Normal	Disease	OK	19.8903	27.7407	0.479942	7.04032	5e-05	7.96728e-05	yes
XLOC_002471	XLOC_002471	SUPV3L1	chr10:70939992-70968849	Normal	Disease	OK	11.4946	15.3291	0.415319	4.57892	5e-05	7.96728e-05	yes
XLOC_002475	XLOC_002475	C10orf35	chr10:71390002-71393355	Normal	Disease	OK	6.70211	9.20418	0.457675	2.43359	0.00125	0.00179515	yes
XLOC_002484	XLOC_002484	CDH23	chr10:73156690-73575704	Normal	Disease	OK	0.542377	0.947993	0.805581	1.94333	0.0015	0.00213707	yes
XLOC_002486	XLOC_002486	ANAPC16	chr10:73855789-73995618	Normal	Disease	OK	45.286	66.2274	0.548363	13.6101	5e-05	7.96728e-05	yes
XLOC_002491	XLOC_002491	NUDT13	chr10:74870209-74891581	Normal	Disease	OK	0.542702	1.91885	1.82201	4.6656	5e-05	7.96728e-05	yes
XLOC_002493	XLOC_002493	C10orf103	chr10:75007124-75118617	Normal	Disease	OK	0.101662	2.40193	4.56234	6.46114	0.0005	0.000744287	yes
XLOC_002496	XLOC_002496	CHCHD1	chr10:75541807-75543406	Normal	Disease	OK	46.7903	68.5556	0.551065	6.72042	5e-05	7.96728e-05	yes
XLOC_002501	XLOC_002501	KAT6B	chr10:76586170-76792380	Normal	Disease	OK	8.80898	15.547	0.819586	14.8649	5e-05	7.96728e-05	yes
XLOC_002503	XLOC_002503	VDAC2	chr10:76969911-76991207	Normal	Disease	OK	59.8611	80.622	0.429553	7.99374	5e-05	7.96728e-05	yes
XLOC_002505	XLOC_002505	ZNF503-AS2	chr10:77157602-77168740	Normal	Disease	OK	2.38709	3.45378	0.532919	2.55434	0.00035	0.000526919	yes
XLOC_002506	XLOC_002506	C10orf11	chr10:77542518-78317126	Normal	Disease	OK	13.7513	36.7356	1.41761	10.756	5e-05	7.96728e-05	yes
XLOC_002508	XLOC_002508	RPS24	chr10:79793517-79816571	Normal	Disease	OK	951.059	2087.1	1.13389	42.9883	5e-05	7.96728e-05	yes
XLOC_002516	XLOC_002516	LOC100288974,MBL1P	chr10:81664653-81691557	Normal	Disease	OK	0.48102	2.01611	2.0674	2.90458	0.00385	0.00527558	yes
XLOC_002521	XLOC_002521	C10orf58	chr10:82167584-82192753	Normal	Disease	OK	82.345	102.691	0.318556	7.28823	5e-05	7.96728e-05	yes
XLOC_002533	XLOC_002533	LDB3	chr10:88428205-88495824	Normal	Disease	OK	8.49388	14.5684	0.778343	8.57591	5e-05	7.96728e-05	yes
XLOC_002538	XLOC_002538	FAM35A	chr10:88854952-88951222	Normal	Disease	OK	8.03455	17.1049	1.09012	13.0412	5e-05	7.96728e-05	yes
XLOC_002546	XLOC_002546	PTEN	chr10:89623194-89728532	Normal	Disease	OK	12.9522	17.5631	0.439354	7.95114	5e-05	7.96728e-05	yes
XLOC_002552	XLOC_002552	STAMBPL1	chr10:90639943-90683259	Normal	Disease	OK	1.89754	3.46416	0.868376	3.74193	5e-05	7.96728e-05	yes
XLOC_002553	XLOC_002553	FAS	chr10:90694830-90775542	Normal	Disease	OK	4.84688	10.1011	1.05938	8.37134	5e-05	7.96728e-05	yes
XLOC_002556	XLOC_002556	IFIT3	chr10:91087601-91100725	Normal	Disease	OK	11.5861	19.2058	0.729145	8.23122	5e-05	7.96728e-05	yes
XLOC_002558	XLOC_002558	IFIT1	chr10:91152321-91163744	Normal	Disease	OK	13.4879	21.7626	0.690185	7.36124	5e-05	7.96728e-05	yes
XLOC_002559	XLOC_002559	IFIT5	chr10:91174324-91180759	Normal	Disease	OK	4.84874	5.97128	0.300431	2.75506	0.0001	0.000156483	yes
XLOC_002560	XLOC_002560	KIF20B	chr10:91461366-91534700	Normal	Disease	OK	0.643511	1.79002	1.47594	7.11089	5e-05	7.96728e-05	yes
XLOC_003046	XLOC_003046	MORN4	chr10:99374309-99393913	Normal	Disease	OK	5.14454	8.50204	0.724767	5.413	5e-05	7.96728e-05	yes
XLOC_003292	XLOC_003292	WEE1	chr11:9595227-9611313	Normal	Disease	OK	25.7303	27.9195	0.117801	2.069	0.0019	0.00268313	yes
XLOC_003298	XLOC_003298	CTR9	chr11:10772810-10801290	Normal	Disease	OK	18.3548	25.4606	0.472109	8.94741	5e-05	7.96728e-05	yes
XLOC_003300	XLOC_003300	USP47	chr11:11862969-11980872	Normal	Disease	OK	10.6225	17.6253	0.730519	14.7884	5e-05	7.96728e-05	yes
XLOC_003307	XLOC_003307	FAR1	chr11:13690205-13753893	Normal	Disease	OK	6.88881	11.7298	0.767846	10.2503	5e-05	7.96728e-05	yes
XLOC_003309	XLOC_003309	PDE3B	chr11:14665268-14893604	Normal	Disease	OK	5.22476	5.96444	0.191021	2.19617	0.00205	0.0028824	yes
XLOC_003312	XLOC_003312	C11orf58	chr11:16760147-16779901	Normal	Disease	OK	26.6177	45.6201	0.777285	17.8027	5e-05	7.96728e-05	yes
XLOC_003313	XLOC_003313	OR7E14P	chr11:17073432-17074591	Normal	Disease	OK	1.81169	3.08926	0.769929	2.30759	0.00205	0.0028824	yes
XLOC_003314	XLOC_003314	NUCB2	chr11:17298285-17353070	Normal	Disease	OK	31.4052	261.19	3.05602	55.1898	5e-05	7.96728e-05	yes
XLOC_003315	XLOC_003315	B7H6	chr11:17373308-17398868	Normal	Disease	OK	0.504443	0.666486	0.401883	1.52754	0.03255	0.0404138	yes
XLOC_003323	XLOC_003323	LDHA	chr11:18415935-18429765	Normal	Disease	OK	130.069	141.832	0.124907	3.61603	5e-05	7.96728e-05	yes
XLOC_003325	XLOC_003325	LDHAL6A	chr11:18477373-18501147	Normal	Disease	OK	0.150508	1.41563	3.23353	4.22546	0.0004	0.000600295	yes
XLOC_003328	XLOC_003328	ZDHHC13	chr11:19138691-19197967	Normal	Disease	OK	6.69573	8.71791	0.380741	3.05646	5e-05	7.96728e-05	yes
XLOC_003332	XLOC_003332	PRMT3	chr11:20409075-20530879	Normal	Disease	OK	5.19547	6.23451	0.263022	1.95993	0.00505	0.0068412	yes
XLOC_003338	XLOC_003338	LUZP2	chr11:24518515-25104186	Normal	Disease	OK	1.88077	14.5501	2.95164	23.9228	5e-05	7.96728e-05	yes
XLOC_003342	XLOC_003342	BDNF-AS1	chr11:27528398-27743605	Normal	Disease	OK	2.14958	3.90059	0.859634	3.50473	5e-05	7.96728e-05	yes
XLOC_003344	XLOC_003344	METTL15	chr11:28129797-28355054	Normal	Disease	OK	2.07775	5.23578	1.33338	9.34546	5e-05	7.96728e-05	yes
XLOC_003347	XLOC_003347	DNAJC24	chr11:31391376-31531169	Normal	Disease	OK	3.76102	5.66282	0.590398	4.18634	5e-05	7.96728e-05	yes
XLOC_003350	XLOC_003350	RCN1	chr11:32112476-32127272	Normal	Disease	OK	54.6702	91.2187	0.738575	18.9143	5e-05	7.96728e-05	yes
XLOC_003352	XLOC_003352	EIF3M	chr11:32605312-32816187	Normal	Disease	OK	104.263	162.607	0.641166	13.9802	5e-05	7.96728e-05	yes
XLOC_003365	XLOC_003365	PDHX	chr11:34903842-35017675	Normal	Disease	OK	9.01383	11.4372	0.343527	3.44476	5e-05	7.96728e-05	yes
XLOC_003369	XLOC_003369	TRIM44	chr11:35684352-35830930	Normal	Disease	OK	26.1846	34.8218	0.411272	9.29779	5e-05	7.96728e-05	yes
XLOC_003374	XLOC_003374	C11orf74	chr11:36613492-36680817	Normal	Disease	OK	5.90913	14.2309	1.26801	5.83797	5e-05	7.96728e-05	yes
XLOC_003375	XLOC_003375	API5	chr11:43333504-43366080	Normal	Disease	OK	22.6042	32.4429	0.52131	9.29929	5e-05	7.96728e-05	yes
XLOC_003376	XLOC_003376	TTC17	chr11:43380434-43516483	Normal	Disease	OK	20.4477	22.0297	0.107511	2.08915	0.0039	0.00534073	yes
XLOC_003380	XLOC_003380	ALKBH3	chr11:43902356-43942494	Normal	Disease	OK	14.7836	16.8391	0.187818	1.73625	0.01195	0.0155727	yes
XLOC_003381	XLOC_003381	LOC729799	chr11:43902356-43942494	Normal	Disease	OK	0.493283	1.8256	1.88789	5.11221	5e-05	7.96728e-05	yes
XLOC_003382	XLOC_003382	C11orf96	chr11:43964105-43965433	Normal	Disease	OK	77.9212	174.877	1.16625	26.2629	5e-05	7.96728e-05	yes
XLOC_003384	XLOC_003384	ACCS	chr11:44087728-44105569	Normal	Disease	OK	9.58424	19.9882	1.06041	10.4021	5e-05	7.96728e-05	yes
XLOC_003393	XLOC_003393	MAPK8IP1	chr11:45907046-45928016	Normal	Disease	OK	11.8782	16.5662	0.479924	6.2371	5e-05	7.96728e-05	yes
XLOC_003396	XLOC_003396	DGKZ	chr11:46354454-46402104	Normal	Disease	OK	3.07991	4.34276	0.495726	3.51594	5e-05	7.96728e-05	yes
XLOC_003398	XLOC_003398	MDK	chr11:46402617-46405375	Normal	Disease	OK	228.112	529.944	1.2161	30.6422	5e-05	7.96728e-05	yes
XLOC_003400	XLOC_003400	ATG13	chr11:46638825-46697568	Normal	Disease	OK	20.9478	21.9276	0.0659505	1.38221	0.03735	0.0459913	yes
XLOC_003406	XLOC_003406	NR1H3	chr11:47260852-47290584	Normal	Disease	OK	12.0702	20.4956	0.763869	7.40497	5e-05	7.96728e-05	yes
XLOC_003408	XLOC_003408	SLC39A13	chr11:47430045-47438051	Normal	Disease	OK	15.3489	19.435	0.340522	4.10029	5e-05	7.96728e-05	yes
XLOC_003409	XLOC_003409	PTPMT1	chr11:47586981-47606115	Normal	Disease	OK	21.2048	27.7359	0.387365	5.62166	5e-05	7.96728e-05	yes
XLOC_003410	XLOC_003410	NDUFS3	chr11:47586981-47606115	Normal	Disease	OK	51.7724	94.8083	0.87283	12.1481	5e-05	7.96728e-05	yes
XLOC_003463	XLOC_003463	C11orf31	chr11:57479994-57586652	Normal	Disease	OK	36.3993	42.1801	0.212652	2.72459	5e-05	7.96728e-05	yes
XLOC_003469	XLOC_003469	GLYATL1	chr11:58695101-58825925	Normal	Disease	OK	10.4008	27.2358	1.38881	15.0903	5e-05	7.96728e-05	yes
XLOC_003471	XLOC_003471	FAM111A	chr11:58910317-58922511	Normal	Disease	OK	23.4596	69.4535	1.56587	32.7508	5e-05	7.96728e-05	yes
XLOC_003480	XLOC_003480	STX3	chr11:59522531-59573355	Normal	Disease	OK	6.34433	7.44978	0.231729	2.97939	5e-05	7.96728e-05	yes
XLOC_003483	XLOC_003483	MS4A2	chr11:59856136-59865940	Normal	Disease	OK	2.58984	4.79357	0.888235	6.13323	5e-05	7.96728e-05	yes
XLOC_003486	XLOC_003486	MS4A7	chr11:60145957-60163426	Normal	Disease	OK	6.53289	18.274	1.484	14.9938	5e-05	7.96728e-05	yes
XLOC_003487	XLOC_003487	MS4A14	chr11:60163486-60185228	Normal	Disease	OK	0.319779	2.45894	2.94289	7.56838	5e-05	7.96728e-05	yes
XLOC_003489	XLOC_003489	MS4A1	chr11:60223281-60238225	Normal	Disease	OK	1.10728	3.72655	1.75082	8.20697	5e-05	7.96728e-05	yes
XLOC_003493	XLOC_003493	MS4A8B	chr11:60467046-60483285	Normal	Disease	OK	4.2199	28.0465	2.73254	16.1074	5e-05	7.96728e-05	yes
XLOC_003499	XLOC_003499	TMEM132A	chr11:60691912-60719257	Normal	Disease	OK	2.9485	3.92239	0.411749	2.74747	0.0001	0.000156483	yes
XLOC_003505	XLOC_003505	DAK	chr11:61066918-61136975	Normal	Disease	OK	8.59966	11.3883	0.405205	4.9851	5e-05	7.96728e-05	yes
XLOC_003506	XLOC_003506	TMEM138	chr11:61066918-61136975	Normal	Disease	OK	18.5591	30.8034	0.730961	8.83664	5e-05	7.96728e-05	yes
XLOC_003509	XLOC_003509	PPP1R32	chr11:61248584-61258400	Normal	Disease	OK	1.11976	2.16547	0.95149	2.63669	0.00055	0.000816324	yes
XLOC_003511	XLOC_003511	LRRC10B	chr11:61276271-61278490	Normal	Disease	OK	0.578829	0.960541	0.73071	1.76327	0.01545	0.0199007	yes
XLOC_003512	XLOC_003512	RPLP0P2	chr11:61382507-61406921	Normal	Disease	OK	3.18695	12.6841	1.99278	16.4894	5e-05	7.96728e-05	yes
XLOC_003526	XLOC_003526	METTL12	chr11:62430288-62441162	Normal	Disease	OK	1.73927	3.45508	0.990238	3.24526	0.00015	0.000231891	yes
XLOC_003528	XLOC_003528	C11orf83	chr11:62430288-62441162	Normal	Disease	OK	11.9542	30.1046	1.33247	14.4021	5e-05	7.96728e-05	yes
XLOC_003532	XLOC_003532	TAF6L	chr11:62538774-62554813	Normal	Disease	OK	6.21726	10.0067	0.68662	5.31695	5e-05	7.96728e-05	yes
XLOC_003535	XLOC_003535	SLC22A10	chr11:63014620-63330855	Normal	Disease	OK	0.0948004	1.28945	3.76572	4.89493	0.00195	0.00274992	yes
XLOC_003538	XLOC_003538	RARRES3	chr11:63014620-63330855	Normal	Disease	OK	98.9686	127.278	0.36294	5.58053	5e-05	7.96728e-05	yes
XLOC_003539	XLOC_003539	RTN3	chr11:63448921-63527363	Normal	Disease	OK	64.1878	83.9757	0.387673	9.31442	5e-05	7.96728e-05	yes
XLOC_003541	XLOC_003541	MARK2	chr11:63606399-63678492	Normal	Disease	OK	26.871	34.5598	0.363046	7.95209	5e-05	7.96728e-05	yes
XLOC_003542	XLOC_003542	NAA40	chr11:63706441-63724446	Normal	Disease	OK	6.85665	8.05772	0.232867	2.26992	0.0013	0.00186362	yes
XLOC_003934	XLOC_003934	CDKN1C	chr11:2904447-2906995	Normal	Disease	OK	18.989	27.1383	0.515163	6.11863	5e-05	7.96728e-05	yes
XLOC_003936	XLOC_003936	PHLDA2	chr11:2949502-2950650	Normal	Disease	OK	27.4414	43.0134	0.64843	6.48224	5e-05	7.96728e-05	yes
XLOC_003943	XLOC_003943	ZNF195	chr11:3379156-3400452	Normal	Disease	OK	3.47443	9.94811	1.51765	11.6537	5e-05	7.96728e-05	yes
XLOC_003946	XLOC_003946	CHRNA10	chr11:3686816-3692614	Normal	Disease	OK	0.797493	2.09239	1.39161	3.93796	5e-05	7.96728e-05	yes
XLOC_003953	XLOC_003953	OR51E2	chr11:4701400-4719076	Normal	Disease	OK	141.478	352.986	1.31904	60.5978	5e-05	7.96728e-05	yes
XLOC_003965	XLOC_003965	HBB	chr11:5246695-5248301	Normal	Disease	OK	7.16846	13.3377	0.895771	3.64116	5e-05	7.96728e-05	yes
XLOC_003976	XLOC_003976	UBQLNL	chr11:5535622-5537956	Normal	Disease	OK	0.210721	0.979022	2.216	3.58786	0.0007	0.00102874	yes
XLOC_004774	XLOC_004774	TUBA1C	chr12:49658864-49667113	Normal	Disease	OK	33.3538	41.1069	0.301529	4.31367	5e-05	7.96728e-05	yes
XLOC_004775	XLOC_004775	PRPH	chr12:49688908-49692481	Normal	Disease	OK	0.302196	0.638504	1.07921	1.63576	0.033	0.0409391	yes
XLOC_004776	XLOC_004776	TROAP	chr12:49716970-49725514	Normal	Disease	OK	0.168505	0.648487	1.94428	1.79398	0.0041	0.00560254	yes
XLOC_004777	XLOC_004777	DNAJC22	chr12:49741040-49745685	Normal	Disease	OK	0.330871	0.778163	1.2338	2.1314	0.0071	0.00946439	yes
XLOC_004778	XLOC_004778	SPATS2	chr12:49760687-49921207	Normal	Disease	OK	10.0855	14.4566	0.519447	6.62279	5e-05	7.96728e-05	yes
XLOC_004781	XLOC_004781	PRPF40B	chr12:50017402-50101197	Normal	Disease	OK	5.74686	7.90419	0.459844	3.90305	5e-05	7.96728e-05	yes
XLOC_004782	XLOC_004782	TMBIM6	chr12:50135292-50158717	Normal	Disease	OK	493.582	508.763	0.0437035	1.77087	5e-05	7.96728e-05	yes
XLOC_004790	XLOC_004790	COX14	chr12:50505899-50514234	Normal	Disease	OK	67.8366	75.0669	0.146113	1.59977	0.02455	0.0309448	yes
XLOC_004795	XLOC_004795	METTL7A	chr12:51318533-51326300	Normal	Disease	OK	63.0025	79.6406	0.338095	10.2822	5e-05	7.96728e-05	yes
XLOC_004797	XLOC_004797	LETMD1	chr12:51442081-51454207	Normal	Disease	OK	30.0109	36.6124	0.286844	4.23433	5e-05	7.96728e-05	yes
XLOC_004799	XLOC_004799	SLC4A8	chr12:51818593-51902980	Normal	Disease	OK	0.441051	0.689208	0.643992	1.99467	0.005	0.00677828	yes
XLOC_004800	XLOC_004800	SCN8A	chr12:51985019-52206648	Normal	Disease	OK	0.922465	1.65547	0.843679	6.13576	5e-05	7.96728e-05	yes
XLOC_004804	XLOC_004804	GRASP	chr12:52400747-52409671	Normal	Disease	OK	10.8851	17.3371	0.671507	6.53921	5e-05	7.96728e-05	yes
XLOC_004805	XLOC_004805	NR4A1	chr12:52416615-52453291	Normal	Disease	OK	288.697	866.58	1.58578	63.2946	5e-05	7.96728e-05	yes
XLOC_004806	XLOC_004806	C12orf44	chr12:52463757-52471279	Normal	Disease	OK	32.5517	44.8089	0.461055	5.99965	5e-05	7.96728e-05	yes
XLOC_004808	XLOC_004808	KRT7	chr12:52626953-52642709	Normal	Disease	OK	73.3823	78.5383	0.0979646	2.13246	0.0024	0.00335226	yes
XLOC_004810	XLOC_004810	KRT18	chr12:53290970-53346685	Normal	Disease	OK	227.246	327.488	0.527185	16.7801	5e-05	7.96728e-05	yes
XLOC_004818	XLOC_004818	PFDN5	chr12:53689234-53693234	Normal	Disease	OK	578.693	721.042	0.317285	9.33961	5e-05	7.96728e-05	yes
XLOC_004819	XLOC_004819	C12orf10	chr12:53693469-53700965	Normal	Disease	OK	35.6725	47.612	0.416515	5.43733	5e-05	7.96728e-05	yes
XLOC_004822	XLOC_004822	PRR13	chr12:53835432-53840427	Normal	Disease	OK	62.8607	72.5285	0.20639	3.09141	5e-05	7.96728e-05	yes
XLOC_004824	XLOC_004824	TARBP2	chr12:53894704-53900215	Normal	Disease	OK	8.46185	14.0691	0.733485	5.55	5e-05	7.96728e-05	yes
XLOC_004833	XLOC_004833	HOXC4,HOXC5,HOXC6	chr12:54410641-54449814	Normal	Disease	OK	1.49174	24.5841	4.04266	15.8958	5e-05	7.96728e-05	yes
XLOC_004838	XLOC_004838	HNRNPA1,HNRNPA1P10	chr12:54674487-54679030	Normal	Disease	OK	73.0567	120.811	0.725661	16.6953	5e-05	7.96728e-05	yes
XLOC_004842	XLOC_004842	PDE1B	chr12:54943176-54973023	Normal	Disease	OK	0.717439	1.24146	0.79111	2.53672	0.0007	0.00102874	yes
XLOC_004858	XLOC_004858	BLOC1S1,BLOC1S1-RDH5,RDH5	chr12:56109817-56118526	Normal	Disease	OK	149.095	182.676	0.293057	4.53966	5e-05	7.96728e-05	yes
XLOC_004861	XLOC_004861	TMEM198B	chr12:56211805-56236735	Normal	Disease	OK	16.3133	22.1707	0.442606	6.22747	5e-05	7.96728e-05	yes
XLOC_004862	XLOC_004862	DGKA	chr12:56324945-56347807	Normal	Disease	OK	14.0575	17.8147	0.341726	4.22717	5e-05	7.96728e-05	yes
XLOC_004866	XLOC_004866	IKZF4	chr12:56414688-56432219	Normal	Disease	OK	3.97454	7.2589	0.868965	9.11764	5e-05	7.96728e-05	yes
XLOC_004868	XLOC_004868	ERBB3	chr12:56473808-56497291	Normal	Disease	OK	57.7673	69.184	0.260184	7.32064	5e-05	7.96728e-05	yes
XLOC_004869	XLOC_004869	PA2G4	chr12:56498102-56507694	Normal	Disease	OK	43.8222	61.712	0.493891	11.2081	5e-05	7.96728e-05	yes
XLOC_004870	XLOC_004870	RPL41	chr12:56510373-56511616	Normal	Disease	OK	556.16	1311.05	1.23716	32.17	5e-05	7.96728e-05	yes
XLOC_004873	XLOC_004873	MYL6B	chr12:56546203-56551771	Normal	Disease	OK	34.3736	40.392	0.232769	2.51697	5e-05	7.96728e-05	yes
XLOC_004874	XLOC_004874	MYL6	chr12:56552044-56555366	Normal	Disease	OK	1292.11	1782.45	0.464127	20.5179	5e-05	7.96728e-05	yes
XLOC_004875	XLOC_004875	OBFC2B	chr12:56618124-56623638	Normal	Disease	OK	21.1783	30.238	0.513781	5.70365	5e-05	7.96728e-05	yes
XLOC_004877	XLOC_004877	COQ10A	chr12:56660641-56664750	Normal	Disease	OK	8.45212	12.0909	0.516533	3.67637	5e-05	7.96728e-05	yes
XLOC_004879	XLOC_004879	SPRYD4	chr12:56862300-56882181	Normal	Disease	OK	12.287	14.7557	0.264138	2.64617	0.0001	0.000156483	yes
XLOC_004887	XLOC_004887	SHMT2	chr12:57623355-57634475	Normal	Disease	OK	18.986	27.3749	0.527918	6.98754	5e-05	7.96728e-05	yes
XLOC_004889	XLOC_004889	INHBE	chr12:57849095-57851791	Normal	Disease	OK	0.281526	0.66729	1.24504	2.37344	0.00525	0.00709952	yes
XLOC_004892	XLOC_004892	MBD6	chr12:57916658-57923931	Normal	Disease	OK	25.614	35.2905	0.462347	10.1793	5e-05	7.96728e-05	yes
XLOC_004895	XLOC_004895	DTX3	chr12:57998603-58003583	Normal	Disease	OK	27.2557	42.7923	0.650795	10.2626	5e-05	7.96728e-05	yes
XLOC_004896	XLOC_004896	ARHGEF25	chr12:58003962-58011028	Normal	Disease	OK	16.6484	20.8369	0.323757	3.94718	5e-05	7.96728e-05	yes
XLOC_004897	XLOC_004897	SLC26A10	chr12:58013692-58026985	Normal	Disease	OK	0.350439	0.926397	1.40247	2.76432	0.00105	0.00151794	yes
XLOC_004899	XLOC_004899	LOC100130776	chr12:58118075-58135944	Normal	Disease	OK	6.37918	8.16021	0.355235	2.19717	0.0025	0.00348555	yes
XLOC_004901	XLOC_004901	MARCH9	chr12:58148880-58154193	Normal	Disease	OK	6.09817	10.3027	0.756575	7.05944	5e-05	7.96728e-05	yes
XLOC_004906	XLOC_004906	USP15	chr12:62654120-62803501	Normal	Disease	OK	5.01319	7.28065	0.538338	4.65479	5e-05	7.96728e-05	yes
XLOC_004910	XLOC_004910	SRGAP1	chr12:64238540-64541613	Normal	Disease	OK	1.74344	2.45465	0.49358	4.06456	5e-05	7.96728e-05	yes
XLOC_004911	XLOC_004911	XPOT	chr12:64798152-64842463	Normal	Disease	OK	9.47615	12.2389	0.369097	4.71253	5e-05	7.96728e-05	yes
XLOC_004912	XLOC_004912	TBK1	chr12:64845839-64895899	Normal	Disease	OK	7.95971	9.00843	0.17856	1.78722	0.0109	0.0142543	yes
XLOC_004913	XLOC_004913	RASSF3	chr12:65004292-65091347	Normal	Disease	OK	26.7491	36.6632	0.454842	8.74826	5e-05	7.96728e-05	yes
XLOC_004915	XLOC_004915	TBC1D30	chr12:65218351-65274798	Normal	Disease	OK	2.09957	2.61474	0.316572	2.68284	0.0002	0.000306269	yes
XLOC_004924	XLOC_004924	RAP1B	chr12:69004618-69054385	Normal	Disease	OK	26.9857	31.8656	0.239804	3.43579	5e-05	7.96728e-05	yes
XLOC_004928	XLOC_004928	CPSF6	chr12:69633316-69668138	Normal	Disease	OK	10.1938	12.7628	0.324247	5.26427	5e-05	7.96728e-05	yes
XLOC_004934	XLOC_004934	RAB3IP	chr12:70132630-70216984	Normal	Disease	OK	3.69099	10.0302	1.44228	19.7914	5e-05	7.96728e-05	yes
XLOC_004935	XLOC_004935	CNOT2	chr12:70636773-70748773	Normal	Disease	OK	29.5876	55.9811	0.919948	18.2299	5e-05	7.96728e-05	yes
XLOC_004941	XLOC_004941	TBC1D15	chr12:72233486-72320629	Normal	Disease	OK	5.67564	8.80473	0.633495	7.75495	5e-05	7.96728e-05	yes
XLOC_004948	XLOC_004948	ZDHHC17	chr12:77157853-77247474	Normal	Disease	OK	5.00819	8.58135	0.776914	8.46328	5e-05	7.96728e-05	yes
XLOC_004950	XLOC_004950	SYT1	chr12:79257772-79845788	Normal	Disease	OK	4.81411	6.47634	0.42791	4.23976	5e-05	7.96728e-05	yes
XLOC_004958	XLOC_004958	C12orf26	chr12:82746082-82873016	Normal	Disease	OK	2.32449	3.70727	0.673446	3.14986	5e-05	7.96728e-05	yes
XLOC_004960	XLOC_004960	LRRIQ1	chr12:85430098-85638883	Normal	Disease	OK	2.05883	103.031	5.64511	52.1206	5e-05	7.96728e-05	yes
XLOC_004963	XLOC_004963	C12orf29	chr12:88429267-88535993	Normal	Disease	OK	4.18603	6.14704	0.554307	3.95302	5e-05	7.96728e-05	yes
XLOC_004964	XLOC_004964	TMTC3	chr12:88536072-88593664	Normal	Disease	OK	3.02127	5.21086	0.786366	8.19435	5e-05	7.96728e-05	yes
XLOC_004965	XLOC_004965	LOC338758	chr12:90102731-90105729	Normal	Disease	OK	1.11096	4.62012	2.05613	9.29607	5e-05	7.96728e-05	yes
XLOC_004971	XLOC_004971	MRPL42	chr12:93861265-93897548	Normal	Disease	OK	10.0861	14.4904	0.522731	6.16876	5e-05	7.96728e-05	yes
XLOC_004977	XLOC_004977	VEZT	chr12:95611521-95696566	Normal	Disease	OK	10.9129	14.7431	0.434002	6.43956	5e-05	7.96728e-05	yes
XLOC_004980	XLOC_004980	METAP2	chr12:95867821-95909613	Normal	Disease	OK	16.4859	57.3268	1.79798	33.3701	5e-05	7.96728e-05	yes
